MSN,YYYYMM,Value,Column_Order,Description,Unit
ELEGPUS,201705,310.703,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201706,345.241,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201707,390.294,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201708,370.794,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201709,323.472,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201710,306.085,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201711,295.315,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201712,336.505,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201713,3877.453,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201801,359.449,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201802,294.633,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201803,308.747,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201804,288.509,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201805,325.905,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201806,358.523,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201807,396.854,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201808,393.497,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201809,342.917,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201810,311.75,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201811,309.062,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201812,328.32,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201813,4018.167,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201901,345.324,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201902,302.635,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201903,313.385,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201904,284.309,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201905,317.498,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201906,339.709,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201907,395.547,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201908,386.904,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201909,346.894,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201910,306.999,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201911,302.253,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201912,324.174,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,201913,3965.629,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,202001,326.217,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,202002,304.885,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,202003,294.084,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,202004,264.054,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,202005,291.979,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,202006,340.019,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,202007,400.737,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,202008,386.013,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,202009,321.755,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,202010,301.722,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,202011,290.11,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,202012,331.059,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,202013,3852.634,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,202101,337.092,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,202102,315.905,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,202103,298.757,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,202104,280.877,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,202105,305.324,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
ELEGPUS,202106,361.556,1,"Electricity Net Generation, Electric Power Sector",Billion Kilowatthours
